customer_id,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,rfm_segment,cluster
2187,312,1,73.51,3,1,1,311,Potential Customers,4
2189,501,1,134.29,2,1,2,212,Potential Customers,3
2191,23,2,157.66,5,4,2,542,Potential Customers,1
2194,208,1,495.79999999999995,4,1,5,415,Potential Customers,4
2195,164,2,1239.1599999999999,4,4,5,445,Potential Customers,2
2199,384,1,135.38,2,1,2,212,Potential Customers,3
2200,699,1,96.8,1,1,2,112,Potential Customers,3
2201,109,1,144.28,4,1,2,412,Potential Customers,4
2202,399,1,64.33,2,1,1,211,Potential Customers,3
2203,40,2,698.82,5,4,5,545,Potential Customers,1
2204,89,1,84.0,5,1,1,511,Potential Customers,4
2206,41,3,568.74,5,5,5,555,High Value Customers,2
2210,216,1,39.61,4,1,1,411,Potential Customers,4
2212,2,2,549.45,5,4,5,545,Potential Customers,1
2214,550,2,542.16,1,4,5,145,Potential Customers,0
2219,213,3,340.90999999999997,4,5,4,454,Potential Customers,1
2222,686,1,77.0,1,1,1,111,Lost Customers,3
2223,85,3,106.34,5,5,2,552,Potential Customers,1
2225,272,1,305.65000000000003,3,1,4,314,Potential Customers,4
2227,187,1,89.0,4,1,1,411,Potential Customers,4
2228,645,2,897.64,1,4,5,145,Potential Customers,0
2229,396,1,57.64,2,1,1,211,Potential Customers,3
2230,344,1,69.92999999999999,3,1,1,311,Potential Customers,4
2232,13,1,176.91,5,1,3,513,Potential Customers,4
2234,275,1,26.11,3,1,1,311,Potential Customers,4
2236,112,1,169.02,4,1,2,412,Potential Customers,4
2238,5,3,877.44,5,5,5,555,High Value Customers,2
2240,260,1,319.20000000000005,3,1,4,314,Potential Customers,4
2241,231,3,600.22,3,5,5,355,Potential Customers,2
2242,216,1,102.9,4,1,2,412,Potential Customers,4
2246,312,2,370.34999999999997,3,4,4,344,Potential Customers,1
2247,244,1,117.94,3,1,2,312,Potential Customers,4
2248,653,2,434.36999999999995,1,4,4,144,Potential Customers,0
2249,93,3,187.85,5,5,3,553,Potential Customers,1
2251,718,1,610.95,1,1,5,115,Potential Customers,0
2252,345,2,151.14000000000001,3,4,2,342,Potential Customers,1
2253,381,2,309.34000000000003,2,4,4,244,Potential Customers,1
2255,215,4,614.86,4,5,5,455,Loyal Customers,2
2258,219,3,1330.82,4,5,5,455,Loyal Customers,2
2259,260,1,77.8,3,1,1,311,Potential Customers,4
2260,469,1,262.2,2,1,3,213,Potential Customers,3
2262,327,1,103.3,3,1,2,312,Potential Customers,4
2263,18,2,151.60999999999999,5,4,2,542,Potential Customers,1
2265,204,2,402.59999999999997,4,4,4,444,Potential Customers,1
2266,49,1,91.77,5,1,2,512,Potential Customers,4
2267,305,1,136.9,3,1,2,312,Potential Customers,4
2268,249,1,34.96,3,1,1,311,Potential Customers,4
2269,470,1,616.75,2,1,5,215,Potential Customers,0
2271,535,1,5.5,1,1,1,111,Lost Customers,3
2272,676,1,60.59,1,1,1,111,Lost Customers,3
2273,588,1,402.55,1,1,4,114,Potential Customers,3
2274,462,3,494.40999999999997,2,5,5,255,Potential Customers,1
2276,136,1,232.3,4,1,3,413,Potential Customers,4
2277,728,1,45.58,1,1,1,111,Lost Customers,3
2278,99,2,120.06,5,4,2,542,Potential Customers,1
2281,274,4,790.13,3,5,5,355,Potential Customers,2
2282,56,1,52.62,5,1,1,511,Potential Customers,4
2286,41,2,594.14,5,4,5,545,Potential Customers,1
2287,383,1,134.62,2,1,2,212,Potential Customers,3
2288,325,1,40.1,3,1,1,311,Potential Customers,4
2289,653,1,147.36,1,1,2,112,Potential Customers,3
2291,680,1,61.66,1,1,1,111,Lost Customers,3
2297,550,1,76.88,1,1,1,111,Lost Customers,3
2298,537,1,66.8,1,1,1,111,Lost Customers,3
2299,719,1,19.68,1,1,1,111,Lost Customers,3
2300,373,1,9.71,2,1,1,211,Potential Customers,3
2303,57,1,82.06,5,1,1,511,Potential Customers,4
2304,552,1,48.49,1,1,1,111,Lost Customers,3
2307,512,2,426.52,2,4,4,244,Potential Customers,0
2308,427,3,319.15999999999997,2,5,4,254,Potential Customers,1
2310,468,2,347.39,2,4,4,244,Potential Customers,0
2311,95,2,271.15999999999997,5,4,3,543,Potential Customers,1
2312,292,1,50.23,3,1,1,311,Potential Customers,4
2316,97,1,107.91,5,1,2,512,Potential Customers,4
2317,191,3,947.2800000000002,4,5,5,455,Loyal Customers,2
2318,251,1,80.01,3,1,1,311,Potential Customers,4
2319,577,1,601.86,1,1,5,115,Potential Customers,0
2321,6,1,17.04,5,1,1,511,Potential Customers,4
2324,54,2,335.4,5,4,4,544,Potential Customers,1
2326,374,1,101.75,2,1,2,212,Potential Customers,3
2329,594,1,84.96,1,1,1,111,Lost Customers,3
2332,136,1,83.3,4,1,1,411,Potential Customers,4
2333,322,1,498.95000000000005,3,1,5,315,Potential Customers,0
2336,142,3,292.03,4,5,4,454,Potential Customers,1
2337,398,1,261.75,2,1,3,213,Potential Customers,3
2338,251,1,85.9,3,1,1,311,Potential Customers,4
2339,64,3,357.89,5,5,4,554,Loyal Customers,1
2340,723,1,83.74,1,1,1,111,Lost Customers,3
2341,243,1,275.05,3,1,3,313,Potential Customers,4
2342,38,2,362.03999999999996,5,4,4,544,Potential Customers,1
2343,291,3,905.4200000000001,3,5,5,355,Potential Customers,2
2344,145,1,20.79,4,1,1,411,Potential Customers,4
2346,133,3,529.3,4,5,5,455,Loyal Customers,2
2350,275,1,52.949999999999996,3,1,1,311,Potential Customers,4
2355,418,1,80.19,2,1,1,211,Potential Customers,3
2358,136,3,573.86,4,5,5,455,Loyal Customers,2
2361,32,2,355.46,5,4,4,544,Potential Customers,1
2362,586,1,227.3,1,1,3,113,Potential Customers,3
2364,10,4,798.33,5,5,5,555,High Value Customers,2
2366,32,2,209.25,5,4,3,543,Potential Customers,1
2370,516,1,116.79,2,1,2,212,Potential Customers,3
2373,509,1,92.62,2,1,2,212,Potential Customers,3
2374,442,3,344.24,2,5,4,254,Potential Customers,1
2375,676,1,289.24,1,1,4,114,Potential Customers,3
2376,266,2,344.78,3,4,4,344,Potential Customers,1
2378,418,1,41.7,2,1,1,211,Potential Customers,3
2379,339,2,341.53000000000003,3,4,4,344,Potential Customers,1
2381,458,1,12.5,2,1,1,211,Potential Customers,3
2384,622,1,64.65,1,1,1,111,Lost Customers,3
2385,503,1,112.18,2,1,2,212,Potential Customers,3
2387,513,1,223.08,2,1,3,213,Potential Customers,3
2388,540,1,150.68,1,1,2,112,Potential Customers,3
2389,223,1,94.04,4,1,2,412,Potential Customers,4
2391,307,1,73.47,3,1,1,311,Potential Customers,4
2395,100,1,47.52,5,1,1,511,Potential Customers,4
2397,179,1,525.4,4,1,5,415,Potential Customers,4
2398,28,6,1464.73,5,5,5,555,High Value Customers,2
2399,566,2,419.47,1,4,4,144,Potential Customers,0
2402,190,2,286.3,4,4,3,443,Potential Customers,1
2403,118,1,654.6500000000001,4,1,5,415,Potential Customers,0
2404,130,3,673.62,4,5,5,455,Loyal Customers,2
2405,457,1,300.1,2,1,4,214,Potential Customers,3
2406,720,1,210.26,1,1,3,113,Potential Customers,3
2407,49,2,901.9599999999999,5,4,5,545,Potential Customers,2
2408,202,1,25.78,4,1,1,411,Potential Customers,4
2410,696,1,169.1,1,1,2,112,Potential Customers,3
2413,102,2,530.4000000000001,5,4,5,545,Potential Customers,1
2417,202,1,413.8,4,1,4,414,Potential Customers,4
2418,45,2,613.0,5,4,5,545,Potential Customers,1
2419,388,2,278.51,2,4,3,243,Potential Customers,1
2421,545,2,350.24,1,4,4,144,Potential Customers,0
2422,663,1,193.46,1,1,3,113,Potential Customers,3
2423,175,1,111.5,4,1,2,412,Potential Customers,4
2424,458,1,134.32,2,1,2,212,Potential Customers,3
2426,117,3,651.8,4,5,5,455,Loyal Customers,2
2428,673,1,309.0,1,1,4,114,Potential Customers,3
2429,58,4,376.33,5,5,4,554,Loyal Customers,2
2430,187,2,223.5,4,4,3,443,Potential Customers,1
2431,314,1,367.72,3,1,4,314,Potential Customers,4
2433,87,3,194.62,5,5,3,553,Potential Customers,1
2434,84,2,192.98000000000002,5,4,3,543,Potential Customers,1
2435,159,1,345.87,4,1,4,414,Potential Customers,4
2437,556,1,560.25,1,1,5,115,Potential Customers,0
2438,643,1,659.76,1,1,5,115,Potential Customers,0
2442,222,2,478.11000000000007,4,4,5,445,Potential Customers,1
2443,140,1,64.92,4,1,1,411,Potential Customers,4
2445,92,1,212.94,5,1,3,513,Potential Customers,4
2447,699,1,275.92,1,1,3,113,Potential Customers,3
2449,676,1,177.16,1,1,3,113,Potential Customers,3
2453,50,2,535.93,5,4,5,545,Potential Customers,1
2454,464,1,182.94,2,1,3,213,Potential Customers,3
2456,292,1,94.65,3,1,2,312,Potential Customers,4
2461,489,2,209.8,2,4,3,243,Potential Customers,3
2464,12,2,124.75,5,4,2,542,Potential Customers,1
2465,27,1,178.76,5,1,3,513,Potential Customers,4
2470,293,2,607.61,3,4,5,345,Potential Customers,0
2471,414,2,621.8199999999999,2,4,5,245,Potential Customers,0
2472,76,1,435.92,5,1,4,514,Potential Customers,4
2474,54,1,408.0,5,1,4,514,Potential Customers,4
2476,335,1,162.81,3,1,2,312,Potential Customers,4
2479,156,1,233.79000000000002,4,1,3,413,Potential Customers,4
2480,72,2,296.55,5,4,4,544,Potential Customers,1
2482,17,2,174.25,5,4,2,542,Potential Customers,1
2484,172,2,204.06,4,4,3,443,Potential Customers,1
2485,283,1,65.61,3,1,1,311,Potential Customers,4
2489,277,3,211.09,3,5,3,353,Potential Customers,1
2490,274,2,954.44,3,4,5,345,Potential Customers,2
2492,324,1,422.48,3,1,4,314,Potential Customers,0
2493,147,1,282.72,4,1,3,413,Potential Customers,4
2495,228,1,92.69999999999999,3,1,2,312,Potential Customers,4
2496,140,1,199.77,4,1,3,413,Potential Customers,4
2500,117,2,452.06,4,4,4,444,Potential Customers,1
2501,416,1,154.56,2,1,2,212,Potential Customers,3
2502,500,1,160.4,2,1,2,212,Potential Customers,3
2504,147,1,193.68,4,1,3,413,Potential Customers,4
2505,287,2,420.59999999999997,3,4,4,344,Potential Customers,1
2507,305,1,64.5,3,1,1,311,Potential Customers,4
2508,24,1,251.06,5,1,3,513,Potential Customers,4
2509,181,1,234.24,4,1,3,413,Potential Customers,4
2512,38,1,158.92,5,1,2,512,Potential Customers,4
2514,358,2,66.56,3,4,1,341,Potential Customers,1
2518,692,1,144.8,1,1,2,112,Potential Customers,3
2520,42,4,1281.85,5,5,5,555,High Value Customers,2
2522,381,1,35.11,2,1,1,211,Potential Customers,3
2523,38,1,210.89999999999998,5,1,3,513,Potential Customers,4
2525,102,2,546.65,5,4,5,545,Potential Customers,1
2527,586,1,23.61,1,1,1,111,Lost Customers,3
2528,16,2,199.43,5,4,3,543,Potential Customers,1
2531,594,2,119.62,1,4,2,142,Potential Customers,3
2532,110,1,89.91,4,1,1,411,Potential Customers,4
2534,663,1,117.25,1,1,2,112,Potential Customers,3
2535,278,3,178.15,3,5,3,353,Potential Customers,1
2537,370,1,153.99,2,1,2,212,Potential Customers,3
2539,115,1,400.64,4,1,4,414,Potential Customers,4
2540,292,1,184.05,3,1,3,313,Potential Customers,4
2541,364,1,426.12,3,1,4,314,Potential Customers,0
2542,45,3,420.62000000000006,5,5,4,554,Loyal Customers,1
2543,239,1,27.14,3,1,1,311,Potential Customers,4
2544,30,3,698.26,5,5,5,555,High Value Customers,2
2546,699,1,93.06,1,1,2,112,Potential Customers,3
2547,269,1,255.66,3,1,3,313,Potential Customers,4
2548,573,1,268.12,1,1,3,113,Potential Customers,3
2553,532,1,71.52,1,1,1,111,Lost Customers,3
2557,639,1,207.65,1,1,3,113,Potential Customers,3
2558,251,2,318.73,3,4,4,344,Potential Customers,1
2566,169,1,45.5,4,1,1,411,Potential Customers,4
2570,473,1,305.65000000000003,2,1,4,214,Potential Customers,3
2572,415,1,93.6,2,1,2,212,Potential Customers,3
2573,132,2,205.68,4,4,3,443,Potential Customers,1
2575,581,1,53.41,1,1,1,111,Lost Customers,3
2576,149,2,518.64,4,4,5,445,Potential Customers,1
2577,220,1,113.52,4,1,2,412,Potential Customers,4
2579,535,1,117.06,1,1,2,112,Potential Customers,3
2581,138,2,464.07,4,4,4,444,Potential Customers,1
2582,716,1,242.67000000000002,1,1,3,113,Potential Customers,3
2583,68,2,545.6,5,4,5,545,Potential Customers,1
2585,608,1,183.75,1,1,3,113,Potential Customers,3
2586,301,3,871.25,3,5,5,355,Potential Customers,2
2587,212,2,92.86,4,4,2,442,Potential Customers,1
2588,304,1,65.72,3,1,1,311,Potential Customers,4
2592,295,1,231.68,3,1,3,313,Potential Customers,4
2594,245,1,84.32,3,1,1,311,Potential Customers,4
2595,114,1,33.95,4,1,1,411,Potential Customers,4
2596,251,1,620.4,3,1,5,315,Potential Customers,0
2597,132,2,456.11,4,4,4,444,Potential Customers,1
2600,209,3,277.56,4,5,3,453,Potential Customers,1
2601,103,1,130.17000000000002,5,1,2,512,Potential Customers,4
2602,640,1,246.24,1,1,3,113,Potential Customers,3
2603,247,2,962.24,3,4,5,345,Potential Customers,2
2605,388,1,333.5,2,1,4,214,Potential Customers,3
2612,730,1,219.42,1,1,3,113,Potential Customers,3
2614,345,1,252.60000000000002,3,1,3,313,Potential Customers,4
2615,431,1,921.64,2,1,5,215,Potential Customers,0
2616,427,1,96.14,2,1,2,212,Potential Customers,3
2620,18,1,134.32,5,1,2,512,Potential Customers,4
2621,695,1,32.43,1,1,1,111,Lost Customers,3
2625,355,2,149.24,3,4,2,342,Potential Customers,1
2626,154,1,56.75,4,1,1,411,Potential Customers,4
2627,683,1,66.35,1,1,1,111,Lost Customers,3
2629,305,1,155.81,3,1,2,312,Potential Customers,4
2630,170,2,832.3499999999999,4,4,5,445,Potential Customers,2
2631,32,2,164.73,5,4,2,542,Potential Customers,1
2632,568,1,159.0,1,1,2,112,Potential Customers,3
2633,506,1,147.76,2,1,2,212,Potential Customers,3
2634,10,1,41.49,5,1,1,511,Potential Customers,4
2635,711,1,606.25,1,1,5,115,Potential Customers,0
2637,201,1,76.92,4,1,1,411,Potential Customers,4
2639,596,1,153.35000000000002,1,1,2,112,Potential Customers,3
2640,623,1,53.88,1,1,1,111,Lost Customers,3
2641,9,1,226.89,5,1,3,513,Potential Customers,4
2642,180,3,94.39,4,5,2,452,Potential Customers,1
2647,62,2,207.95000000000002,5,4,3,543,Potential Customers,1
2649,498,1,139.64,2,1,2,212,Potential Customers,3
2650,155,1,75.6,4,1,1,411,Potential Customers,4
2651,252,1,106.98,3,1,2,312,Potential Customers,4
2652,515,1,384.35,2,1,4,214,Potential Customers,3
2655,276,1,79.96,3,1,1,311,Potential Customers,4
2657,194,1,337.40999999999997,4,1,4,414,Potential Customers,4
2658,471,2,396.92,2,4,4,244,Potential Customers,0
2659,84,2,134.77,5,4,2,542,Potential Customers,1
2660,230,1,242.60000000000002,3,1,3,313,Potential Customers,4
2661,35,2,150.7,5,4,2,542,Potential Customers,1
2662,468,1,107.28,2,1,2,212,Potential Customers,3
2663,126,1,339.69,4,1,4,414,Potential Customers,4
2664,24,4,640.83,5,5,5,555,High Value Customers,2
2666,411,1,209.48,2,1,3,213,Potential Customers,3
2668,657,1,138.62,1,1,2,112,Potential Customers,3
2669,553,2,624.1600000000001,1,4,5,145,Potential Customers,0
2670,466,1,659.68,2,1,5,215,Potential Customers,0
2671,60,1,51.92999999999999,5,1,1,511,Potential Customers,4
2676,554,1,866.6500000000001,1,1,5,115,Potential Customers,0
2677,383,1,20.34,2,1,1,211,Potential Customers,3
2680,283,1,121.26,3,1,2,312,Potential Customers,4
2682,328,1,234.24,3,1,3,313,Potential Customers,4
2683,238,2,175.59,3,4,3,343,Potential Customers,1
2684,214,2,219.96,4,4,3,443,Potential Customers,1
2688,144,3,469.1,4,5,4,454,Potential Customers,1
2693,487,1,179.04,2,1,3,213,Potential Customers,3
2694,230,2,483.29999999999995,3,4,5,345,Potential Customers,1
2696,495,2,478.23,2,4,5,245,Potential Customers,0
2697,293,1,28.78,3,1,1,311,Potential Customers,4
2699,225,2,682.2,4,4,5,445,Potential Customers,1
2701,311,2,589.68,3,4,5,345,Potential Customers,0
2703,19,2,111.75,5,4,2,542,Potential Customers,1
2704,105,1,280.5,5,1,3,513,Potential Customers,4
2706,703,1,626.65,1,1,5,115,Potential Customers,0
2708,436,3,746.6999999999999,2,5,5,255,Potential Customers,2
2710,328,2,846.13,3,4,5,345,Potential Customers,0
2711,607,1,161.04,1,1,2,112,Potential Customers,3
2712,19,2,445.05,5,4,4,544,Potential Customers,1
2715,546,1,11.04,1,1,1,111,Lost Customers,3
2716,148,1,113.67,4,1,2,412,Potential Customers,4
2717,636,2,390.47,1,4,4,144,Potential Customers,0
2719,284,2,472.63,3,4,4,344,Potential Customers,1
2721,4,3,201.13,5,5,3,553,Potential Customers,1
2722,160,2,540.9599999999999,4,4,5,445,Potential Customers,1
2723,85,1,491.54999999999995,5,1,5,515,Potential Customers,4
2727,518,1,266.56,2,1,3,213,Potential Customers,3
2732,382,1,319.62,2,1,4,214,Potential Customers,3
2734,234,2,139.03,3,4,2,342,Potential Customers,1
2735,276,1,47.92,3,1,1,311,Potential Customers,4
2736,194,1,182.35,4,1,3,413,Potential Customers,4
2737,26,2,201.12,5,4,3,543,Potential Customers,1
2740,286,2,358.38,3,4,4,344,Potential Customers,1
2741,653,1,326.28,1,1,4,114,Potential Customers,3
2742,582,1,214.75,1,1,3,113,Potential Customers,3
2744,193,1,169.29,4,1,2,412,Potential Customers,4
2747,258,2,258.67,3,4,3,343,Potential Customers,1
2749,177,1,238.1,4,1,3,413,Potential Customers,4
2756,716,1,286.36,1,1,3,113,Potential Customers,3
2759,449,1,39.99,2,1,1,211,Potential Customers,3
2760,392,1,316.90000000000003,2,1,4,214,Potential Customers,3
2762,497,1,59.33,2,1,1,211,Potential Customers,3
2763,639,1,193.59,1,1,3,113,Potential Customers,3
2766,659,1,504.84,1,1,5,115,Potential Customers,0
2767,92,2,462.62,5,4,4,544,Potential Customers,1
2768,578,1,1088.15,1,1,5,115,Potential Customers,0
2769,4,4,1269.91,5,5,5,555,High Value Customers,2
2771,625,1,264.14,1,1,3,113,Potential Customers,3
2774,721,1,86.84,1,1,1,111,Lost Customers,3
2776,549,1,277.6,1,1,3,113,Potential Customers,3
2777,243,1,414.16,3,1,4,314,Potential Customers,4
2781,155,1,182.65,4,1,3,413,Potential Customers,4
2785,126,1,441.12,4,1,4,414,Potential Customers,4
2791,360,3,381.37,3,5,4,354,Potential Customers,1
2792,507,2,453.57000000000005,2,4,4,244,Potential Customers,0
2793,208,2,432.72,4,4,4,444,Potential Customers,1
2795,89,2,293.19,5,4,4,544,Potential Customers,1
2798,38,1,430.6,5,1,4,514,Potential Customers,4
2799,576,2,263.93,1,4,3,143,Potential Customers,3
2802,240,1,284.85,3,1,3,313,Potential Customers,4
2804,131,1,405.05,4,1,4,414,Potential Customers,4
2808,55,2,995.28,5,4,5,545,Potential Customers,2
2809,307,1,127.25,3,1,2,312,Potential Customers,4
2810,423,1,66.12,2,1,1,211,Potential Customers,3
2811,127,1,83.91,4,1,1,411,Potential Customers,4
2812,584,1,438.16,1,1,4,114,Potential Customers,0
2813,135,1,187.2,4,1,3,413,Potential Customers,4
2815,202,2,360.74,4,4,4,444,Potential Customers,1
2817,35,2,87.18,5,4,1,541,Potential Customers,1
2819,62,1,117.67,5,1,2,512,Potential Customers,4
2821,610,1,113.55000000000001,1,1,2,112,Potential Customers,3
2822,33,3,427.5,5,5,4,554,Loyal Customers,1
2823,441,1,195.64,2,1,3,213,Potential Customers,3
2824,196,1,473.28,4,1,4,414,Potential Customers,4
2825,434,1,43.67,2,1,1,211,Potential Customers,3
2826,202,4,976.11,4,5,5,455,Loyal Customers,2
2828,682,2,416.57,1,4,4,144,Potential Customers,0
2829,521,1,240.32,2,1,3,213,Potential Customers,3
2831,713,1,112.12,1,1,2,112,Potential Customers,3
2832,283,2,429.92999999999995,3,4,4,344,Potential Customers,1
2836,148,3,1217.1299999999999,4,5,5,455,Loyal Customers,2
2837,369,2,159.24,2,4,2,242,Potential Customers,1
2838,97,1,57.08,5,1,1,511,Potential Customers,4
2839,350,2,292.83000000000004,3,4,4,344,Potential Customers,1
2840,182,1,218.05,4,1,3,413,Potential Customers,4
2841,11,4,1017.49,5,5,5,555,High Value Customers,2
2842,635,1,32.54,1,1,1,111,Lost Customers,3
2843,228,1,254.84,3,1,3,313,Potential Customers,4
2845,653,1,135.86,1,1,2,112,Potential Customers,3
2848,314,2,414.11,3,4,4,344,Potential Customers,1
2851,454,1,780.25,2,1,5,215,Potential Customers,0
2852,467,1,23.26,2,1,1,211,Potential Customers,3
2853,418,2,571.33,2,4,5,245,Potential Customers,0
2855,136,3,399.46,4,5,4,454,Potential Customers,1
2856,335,3,1512.18,3,5,5,355,Potential Customers,2
2860,331,1,24.84,3,1,1,311,Potential Customers,4
2861,20,2,351.94000000000005,5,4,4,544,Potential Customers,1
2862,723,1,253.35000000000002,1,1,3,113,Potential Customers,3
2863,37,1,257.85,5,1,3,513,Potential Customers,4
2864,686,1,414.72,1,1,4,114,Potential Customers,3
2865,165,2,419.77,4,4,4,444,Potential Customers,1
2866,367,3,354.31,2,5,4,254,Potential Customers,1
2874,12,2,548.64,5,4,5,545,Potential Customers,1
2875,25,2,542.94,5,4,5,545,Potential Customers,1
2879,525,1,459.39,2,1,4,214,Potential Customers,0
2880,435,1,32.97,2,1,1,211,Potential Customers,3
2882,54,1,235.6,5,1,3,513,Potential Customers,4
2883,255,3,566.57,3,5,5,355,Potential Customers,2
2886,675,1,566.4,1,1,5,115,Potential Customers,0
2887,151,1,13.85,4,1,1,411,Potential Customers,4
2888,464,1,196.04,2,1,3,213,Potential Customers,3
2889,391,1,48.72,2,1,1,211,Potential Customers,3
2890,388,2,295.58,2,4,4,244,Potential Customers,1
2892,233,4,388.90999999999997,3,5,4,354,Potential Customers,2
2896,119,2,330.46000000000004,4,4,4,444,Potential Customers,1
2897,129,1,74.73,4,1,1,411,Potential Customers,4
2898,264,2,670.9000000000001,3,4,5,345,Potential Customers,0
2899,221,2,413.41999999999996,4,4,4,444,Potential Customers,1
2900,146,1,31.42,4,1,1,411,Potential Customers,4
2901,171,2,223.22,4,4,3,443,Potential Customers,1
2903,89,1,61.63,5,1,1,511,Potential Customers,4
2906,251,1,264.45,3,1,3,313,Potential Customers,4
2908,130,1,228.76,4,1,3,413,Potential Customers,4
2910,176,2,71.84,4,4,1,441,Potential Customers,1
2912,312,2,226.56,3,4,3,343,Potential Customers,1
2913,304,1,108.02,3,1,2,312,Potential Customers,4
2914,527,1,383.52,2,1,4,214,Potential Customers,3
2916,632,1,56.44,1,1,1,111,Lost Customers,3
2918,54,1,152.36,5,1,2,512,Potential Customers,4
2919,542,1,305.5,1,1,4,114,Potential Customers,3
2924,353,2,1342.5299999999997,3,4,5,345,Potential Customers,2
2925,18,2,425.79999999999995,5,4,4,544,Potential Customers,1
2926,419,1,367.9,2,1,4,214,Potential Customers,0
2927,346,1,30.63,3,1,1,311,Potential Customers,4
2929,329,1,223.4,3,1,3,313,Potential Customers,4
2930,85,2,243.94,5,4,3,543,Potential Customers,1
2931,590,1,37.96,1,1,1,111,Lost Customers,3
2932,191,2,618.54,4,4,5,445,Potential Customers,1
2934,20,3,575.05,5,5,5,555,High Value Customers,2
2935,131,2,181.14,4,4,3,443,Potential Customers,1
2936,574,1,487.64,1,1,5,115,Potential Customers,0
2937,515,2,218.44,2,4,3,243,Potential Customers,3
2938,230,2,704.48,3,4,5,345,Potential Customers,0
2939,9,3,1159.1,5,5,5,555,High Value Customers,2
2941,697,1,38.96,1,1,1,111,Lost Customers,3
2942,301,2,214.18,3,4,3,343,Potential Customers,1
2943,261,1,65.41,3,1,1,311,Potential Customers,4
2944,538,2,695.0899999999999,1,4,5,145,Potential Customers,0
2945,293,1,20.1,3,1,1,311,Potential Customers,4
2946,359,2,477.01,3,4,5,345,Potential Customers,0
2947,681,1,53.54,1,1,1,111,Lost Customers,3
2949,294,1,184.5,3,1,3,313,Potential Customers,4
2951,151,2,322.93,4,4,4,444,Potential Customers,1
2952,48,3,375.96000000000004,5,5,4,554,Loyal Customers,1
2953,256,2,698.62,3,4,5,345,Potential Customers,0
2956,394,1,197.34,2,1,3,213,Potential Customers,3
2957,252,1,363.44,3,1,4,314,Potential Customers,4
2958,186,1,400.0,4,1,4,414,Potential Customers,4
2961,79,2,961.6,5,4,5,545,Potential Customers,2
2963,184,1,182.7,4,1,3,413,Potential Customers,4
2965,395,2,443.88,2,4,4,244,Potential Customers,0
2966,569,1,289.75,1,1,4,114,Potential Customers,3
2967,425,1,73.95,2,1,1,211,Potential Customers,3
2968,162,2,480.86,4,4,5,445,Potential Customers,1
2972,428,1,30.84,2,1,1,211,Potential Customers,3
2973,639,1,45.31,1,1,1,111,Lost Customers,3
2975,144,2,1107.66,4,4,5,445,Potential Customers,2
2976,654,1,109.44,1,1,2,112,Potential Customers,3
2978,154,2,92.53,4,4,2,442,Potential Customers,1
2980,378,2,210.32,2,4,3,243,Potential Customers,1
2981,62,3,453.63,5,5,4,554,Loyal Customers,1
2982,101,1,323.72,5,1,4,514,Potential Customers,4
2985,18,3,989.9599999999999,5,5,5,555,High Value Customers,2
2986,600,1,175.22,1,1,3,113,Potential Customers,3
2987,440,1,11.38,2,1,1,211,Potential Customers,3
2988,468,2,553.22,2,4,5,245,Potential Customers,0
2992,361,1,175.7,3,1,3,313,Potential Customers,4
2993,454,1,292.74,2,1,4,214,Potential Customers,3
2994,327,2,205.07999999999998,3,4,3,343,Potential Customers,1
2995,451,2,436.40000000000003,2,4,4,244,Potential Customers,0
2997,420,2,413.67999999999995,2,4,4,244,Potential Customers,0
2998,18,2,213.14,5,4,3,543,Potential Customers,1
3000,122,2,501.15,4,4,5,445,Potential Customers,1
3001,372,1,251.85000000000002,2,1,3,213,Potential Customers,3
3003,224,1,916.15,4,1,5,415,Potential Customers,0
3004,96,1,35.82,5,1,1,511,Potential Customers,4
3005,530,2,631.8,2,4,5,245,Potential Customers,0
3006,574,1,28.58,1,1,1,111,Lost Customers,3
3007,20,1,109.17,5,1,2,512,Potential Customers,4
3008,141,2,1132.25,4,4,5,445,Potential Customers,2
3011,130,2,127.34,4,4,2,442,Potential Customers,1
3017,323,1,82.02,3,1,1,311,Potential Customers,4
3018,592,1,1025.5,1,1,5,115,Potential Customers,0
3021,210,2,166.15,4,4,2,442,Potential Customers,1
3023,26,2,208.77,5,4,3,543,Potential Customers,1
3028,221,1,144.14,4,1,2,412,Potential Customers,4
3030,517,1,177.96,2,1,3,213,Potential Customers,3
3036,712,1,84.73,1,1,1,111,Lost Customers,3
3037,162,2,257.01,4,4,3,443,Potential Customers,1
3039,449,2,193.63,2,4,3,243,Potential Customers,3
3040,538,3,474.17999999999995,1,5,5,155,At Risk Customers,0
3041,184,1,168.60000000000002,4,1,2,412,Potential Customers,4
3044,152,2,1137.97,4,4,5,445,Potential Customers,2
3047,318,1,524.76,3,1,5,315,Potential Customers,0
3048,584,1,194.04,1,1,3,113,Potential Customers,3
3049,199,1,26.22,4,1,1,411,Potential Customers,4
3050,241,1,259.6,3,1,3,313,Potential Customers,4
3052,4,1,82.82,5,1,1,511,Potential Customers,4
3053,36,2,355.69,5,4,4,544,Potential Customers,1
3054,633,1,108.6,1,1,2,112,Potential Customers,3
3055,132,1,30.39,4,1,1,411,Potential Customers,4
3056,593,1,136.24,1,1,2,112,Potential Customers,3
3057,242,1,89.72,3,1,1,311,Potential Customers,4
3058,464,2,578.4,2,4,5,245,Potential Customers,0
3060,73,1,195.16,5,1,3,513,Potential Customers,4
