customer_id,transaction_id,product_category,purchase_amount,purchase_date,payment_method,city,gender,age,quantity,frequency,recency,revenue,month,age_group
4494,TXN1002679,Fashion,45.79,2024-06-05,Wallet,Hyderabad,Male,50,5,2,208,228.95,2024-06,45-54
1408,TXN1002680,Sports,8.96,2024-01-20,Card,Pune,Other,46,2,1,345,17.92,2024-01,45-54
1214,TXN1002681,Grocery,32.75,2024-09-29,Wallet,Pune,Female,37,4,1,92,131.0,2024-09,35-44
4677,TXN1002682,Electronics,6.98,2024-12-27,Card,Bengaluru,Male,61,2,3,3,13.96,2024-12,55-70
9732,TXN1002683,Electronics,192.16,2024-10-23,Wallet,Delhi,Other,19,4,1,68,768.64,2024-10,18-24
6065,TXN1002684,Electronics,57.76,2023-03-09,Wallet,Chennai,Female,26,2,2,618,115.52,2023-03,25-34
5782,TXN1002685,Fashion,80.64,2024-10-04,Wallet,Pune,Male,26,4,1,87,322.56,2024-10,25-34
2934,TXN1002686,Home,26.03,2023-09-01,UPI,Chennai,Female,50,2,3,19,52.06,2023-09,45-54
6773,TXN1002687,Grocery,10.03,2023-11-26,UPI,Pune,Male,33,5,2,400,50.15,2023-11,25-34
7657,TXN1002688,Electronics,43.49,2023-10-28,Wallet,Bengaluru,Female,21,3,2,429,130.47,2023-10,18-24
11786,TXN1002689,Fashion,39.18,2023-07-27,Wallet,Chennai,Female,26,1,1,522,39.18,2023-07,25-34
8754,TXN1002690,Grocery,68.48,2024-10-02,Wallet,Chennai,Male,52,4,2,89,273.92,2024-10,45-54
7287,TXN1002691,Fashion,44.89,2024-04-10,Card,Hyderabad,Male,46,5,2,264,224.45,2024-04,45-54
10921,TXN1002692,Sports,217.91,2024-12-06,Card,Bengaluru,Male,46,2,1,24,435.82,2024-12,45-54
5100,TXN1002693,Grocery,113.32,2024-11-27,UPI,Chennai,Male,56,4,3,33,453.28,2024-11,55-70
11220,TXN1002694,Fashion,144.61,2023-11-03,UPI,Chennai,Female,45,2,3,121,289.22,2023-11,45-54
4440,TXN1002695,Beauty,58.0,2024-06-14,Wallet,Chennai,Female,64,3,2,134,174.0,2024-06,55-70
1534,TXN1002696,Home,67.62,2024-01-02,Wallet,Mumbai,Female,48,1,1,363,67.62,2024-01,45-54
5012,TXN1002697,Home,136.5,2023-12-28,Card,Chennai,Female,52,2,1,368,273.0,2023-12,45-54
1546,TXN1002698,Home,42.41,2024-06-23,Card,Bengaluru,Male,34,4,1,190,169.64,2024-06,25-34
1421,TXN1002699,Fashion,77.96,2024-05-17,Cash,Hyderabad,Male,48,5,1,227,389.79999999999995,2024-05,45-54
10575,TXN1002700,Fashion,44.9,2024-10-27,Wallet,Pune,Female,27,2,3,64,89.8,2024-10,25-34
9538,TXN1002701,Home,80.84,2024-07-17,Card,Mumbai,Male,30,1,2,131,80.84,2024-07,25-34
2655,TXN1002702,Home,19.99,2024-03-30,Cash,Chennai,Male,68,4,1,275,79.96,2024-03,55-70
10053,TXN1002703,Home,37.79,2024-11-02,UPI,Hyderabad,Female,64,4,1,58,151.16,2024-11,55-70
827,TXN1002704,Grocery,68.59,2023-03-16,Wallet,Bengaluru,Female,39,2,1,655,137.18,2023-03,35-44
3413,TXN1002705,Beauty,74.09,2024-07-11,UPI,Chennai,Male,34,1,2,93,74.09,2024-07,25-34
8474,TXN1002706,Grocery,93.08,2023-10-14,Card,Bengaluru,Male,50,2,4,97,186.16,2023-10,45-54
3646,TXN1002707,Electronics,23.32,2023-11-13,Wallet,Chennai,Female,55,3,1,413,69.96000000000001,2023-11,55-70
8767,TXN1002708,Grocery,66.8,2024-07-24,UPI,Chennai,Female,19,1,4,55,66.8,2024-07,18-24
10493,TXN1002709,Grocery,15.31,2023-07-19,Card,Chennai,Female,57,3,1,530,45.93,2023-07,55-70
793,TXN1002710,Home,46.74,2024-10-07,Card,Mumbai,Female,19,2,4,84,93.48,2024-10,18-24
288,TXN1002711,Grocery,59.32,2023-12-31,Cash,Delhi,Female,20,1,2,74,59.32,2023-12,18-24
11281,TXN1002712,Home,53.37,2023-09-12,Wallet,Pune,Female,43,1,3,415,53.37,2023-09,35-44
6246,TXN1002713,Fashion,156.13,2023-08-28,UPI,Pune,Female,52,1,1,490,156.13,2023-08,45-54
6078,TXN1002714,Electronics,59.7,2023-11-04,Cash,Mumbai,Female,36,4,4,145,238.8,2023-11,35-44
5565,TXN1002715,Grocery,84.77,2024-11-19,UPI,Delhi,Female,67,2,3,41,169.54,2024-11,55-70
5204,TXN1002716,Fashion,68.74,2023-03-16,Card,Delhi,Male,39,2,2,452,137.48,2023-03,35-44
8282,TXN1002717,Home,57.1,2024-01-06,Card,Pune,Female,54,2,3,207,114.2,2024-01,45-54
6957,TXN1002718,Grocery,80.82,2024-09-01,Card,Pune,Female,45,1,1,120,80.82,2024-09,45-54
1961,TXN1002719,Grocery,64.68,2023-12-11,Cash,Delhi,Male,43,2,2,385,129.36,2023-12,35-44
7520,TXN1002720,Grocery,60.97,2024-02-18,Cash,Chennai,Male,33,5,4,202,304.85,2024-02,25-34
8020,TXN1002721,Electronics,49.81,2023-09-12,UPI,Mumbai,Male,39,3,1,475,149.43,2023-09,35-44
1364,TXN1002722,Electronics,42.4,2023-04-10,UPI,Pune,Female,37,4,1,630,169.6,2023-04,35-44
4521,TXN1002723,Sports,38.22,2024-04-11,UPI,Delhi,Female,25,3,2,83,114.66,2024-04,25-34
9487,TXN1002724,Electronics,61.06,2024-11-02,Wallet,Bengaluru,Female,57,1,1,58,61.06,2024-11,55-70
7425,TXN1002725,Electronics,58.15,2024-01-15,Card,Mumbai,Male,29,4,1,350,232.6,2024-01,25-34
1637,TXN1002726,Beauty,133.97,2023-11-12,Wallet,Chennai,Female,18,3,1,414,401.90999999999997,2023-11,18-24
482,TXN1002727,Home,18.15,2023-04-05,Wallet,Delhi,Male,65,2,2,195,36.3,2023-04,55-70
6975,TXN1002728,Grocery,163.65,2024-11-20,Cash,Pune,Female,55,1,2,40,163.65,2024-11,55-70
5541,TXN1002729,Fashion,23.86,2024-09-26,UPI,Pune,Female,38,4,2,95,95.44,2024-09,35-44
11533,TXN1002730,Sports,56.64,2024-10-20,Cash,Delhi,Male,57,3,2,71,169.92000000000002,2024-10,55-70
6268,TXN1002731,Electronics,74.6,2023-09-20,Card,Mumbai,Male,26,4,1,467,298.4,2023-09,25-34
11178,TXN1002732,Grocery,28.28,2024-04-01,Card,Pune,Female,37,3,2,273,84.84,2024-04,35-44
2572,TXN1002733,Beauty,23.4,2023-11-12,Cash,Pune,Female,39,4,1,414,93.6,2023-11,35-44
5369,TXN1002734,Home,52.34,2023-06-21,Cash,Mumbai,Female,42,4,3,330,209.36,2023-06,35-44
1676,TXN1002735,Sports,86.17,2023-05-31,Cash,Bengaluru,Other,41,5,1,579,430.85,2023-05,35-44
6891,TXN1002736,Grocery,101.21,2023-10-08,Card,Delhi,Male,40,5,1,449,506.04999999999995,2023-10,35-44
2262,TXN1002737,Sports,20.66,2024-02-08,UPI,Bengaluru,Male,35,5,1,326,103.3,2024-02,35-44
5908,TXN1002738,Grocery,50.83,2023-03-31,UPI,Pune,Male,39,5,1,640,254.14999999999998,2023-03,35-44
4130,TXN1002739,Home,13.13,2024-05-27,UPI,Mumbai,Female,18,5,1,217,65.65,2024-05,18-24
2229,TXN1002740,Beauty,28.82,2023-12-01,UPI,Delhi,Male,18,2,1,395,57.64,2023-12,18-24
1162,TXN1002741,Electronics,119.14,2024-10-05,UPI,Mumbai,Male,37,4,3,64,476.56,2024-10,35-44
6145,TXN1002742,Grocery,71.84,2023-07-23,Card,Chennai,Female,53,3,2,221,215.52,2023-07,45-54
11368,TXN1002743,Fashion,30.77,2023-02-07,Cash,Pune,Male,65,2,1,692,61.54,2023-02,55-70
2385,TXN1002744,Beauty,112.18,2023-08-16,UPI,Chennai,Female,65,1,1,502,112.18,2023-08,55-70
4860,TXN1002745,Electronics,34.26,2024-12-11,Wallet,Pune,Male,32,1,1,19,34.26,2024-12,25-34
2696,TXN1002746,Beauty,55.77,2023-08-24,Cash,Bengaluru,Male,46,5,2,494,278.85,2023-08,45-54
9708,TXN1002747,Grocery,10.71,2024-05-28,Card,Hyderabad,Female,37,4,1,216,42.84,2024-05,35-44
4979,TXN1002748,Grocery,30.86,2024-09-07,Card,Delhi,Female,21,5,4,114,154.3,2024-09,18-24
11694,TXN1002749,Grocery,67.52,2023-07-27,Wallet,Pune,Male,55,3,2,365,202.56,2023-07,55-70
2943,TXN1002750,Sports,65.41,2024-04-14,Cash,Pune,Male,20,1,1,260,65.41,2024-04,18-24
969,TXN1002751,Electronics,42.34,2023-05-30,UPI,Hyderabad,Male,26,3,2,580,127.02000000000001,2023-05,25-34
6991,TXN1002752,Fashion,52.03,2023-09-22,Cash,Hyderabad,Other,63,5,2,11,260.15,2023-09,55-70
7821,TXN1002753,Electronics,90.34,2023-08-05,Card,Pune,Male,62,4,2,443,361.36,2023-08,55-70
11889,TXN1002754,Sports,49.21,2024-05-05,Wallet,Chennai,Female,49,2,1,239,98.42,2024-05,45-54
10457,TXN1002755,Home,74.71,2024-10-01,Cash,Hyderabad,Female,46,4,1,90,298.84,2024-10,45-54
10611,TXN1002756,Grocery,37.41,2023-07-04,Wallet,Bengaluru,Female,57,4,3,329,149.64,2023-07,55-70
7611,TXN1002757,Grocery,55.25,2023-08-01,Card,Bengaluru,Male,46,2,1,517,110.5,2023-08,45-54
4318,TXN1002758,Grocery,9.95,2024-08-22,Card,Bengaluru,Male,57,3,2,130,29.849999999999998,2024-08,55-70
5149,TXN1002759,Grocery,39.48,2023-12-04,UPI,Chennai,Other,24,5,3,263,197.39999999999998,2023-12,18-24
1605,TXN1002760,Beauty,59.63,2024-01-10,Wallet,Delhi,Male,70,3,1,355,178.89000000000001,2024-01,55-70
5173,TXN1002761,Fashion,53.08,2024-05-30,Wallet,Delhi,Female,21,5,2,214,265.4,2024-05,18-24
4374,TXN1002762,Grocery,37.37,2023-04-11,Cash,Mumbai,Female,57,4,1,629,149.48,2023-04,55-70
431,TXN1002763,Home,26.15,2024-09-28,Wallet,Chennai,Male,62,1,3,93,26.15,2024-09,55-70
2454,TXN1002764,Fashion,60.98,2023-09-24,UPI,Mumbai,Female,19,3,1,463,182.94,2023-09,18-24
6416,TXN1002765,Electronics,51.85,2024-04-25,Card,Chennai,Male,29,3,1,249,155.55,2024-04,25-34
4433,TXN1002766,Electronics,69.93,2023-11-12,Cash,Pune,Male,32,4,1,414,279.72,2023-11,25-34
11923,TXN1002767,Grocery,33.42,2024-07-03,Wallet,Delhi,Male,41,5,3,68,167.10000000000002,2024-07,35-44
5743,TXN1002768,Fashion,81.58,2024-03-22,Wallet,Hyderabad,Female,26,2,2,177,163.16,2024-03,25-34
11505,TXN1002769,Electronics,22.98,2023-05-07,Wallet,Chennai,Male,44,4,1,603,91.92,2023-05,35-44
7929,TXN1002770,Fashion,16.54,2023-05-18,Cash,Bengaluru,Male,68,5,2,513,82.69999999999999,2023-05,55-70
485,TXN1002771,Grocery,119.78,2024-10-02,Cash,Bengaluru,Female,19,3,1,89,359.34000000000003,2024-10,18-24
2442,TXN1002772,Home,24.16,2024-01-15,Cash,Mumbai,Male,64,1,2,221,24.16,2024-01,55-70
8470,TXN1002773,Electronics,61.34,2023-07-21,Card,Hyderabad,Male,55,5,1,528,306.70000000000005,2023-07,55-70
6542,TXN1002774,Fashion,45.49,2023-04-15,UPI,Hyderabad,Male,41,2,1,625,90.98,2023-04,35-44
3622,TXN1002775,Electronics,121.57,2023-04-04,Card,Pune,Male,46,4,7,158,486.28,2023-04,45-54
6266,TXN1002776,Grocery,83.62,2024-11-02,Card,Delhi,Male,26,4,3,58,334.48,2024-11,25-34
10836,TXN1002777,Electronics,17.0,2024-12-13,Cash,Chennai,Female,66,4,1,17,68.0,2024-12,55-70
4665,TXN1002778,Fashion,144.01,2023-10-15,UPI,Delhi,Female,20,4,1,442,576.04,2023-10,18-24
542,TXN1002779,Home,102.53,2023-05-28,Wallet,Delhi,Female,24,3,1,582,307.59000000000003,2023-05,18-24
3732,TXN1002780,Electronics,41.63,2023-11-02,Wallet,Delhi,Other,55,1,2,138,41.63,2023-11,55-70
11231,TXN1002781,Home,22.78,2023-04-10,UPI,Mumbai,Female,26,4,1,630,91.12,2023-04,25-34
9142,TXN1002782,Fashion,64.19,2024-02-06,Card,Chennai,Other,22,3,2,104,192.57,2024-02,18-24
10050,TXN1002783,Fashion,66.59,2024-04-01,Wallet,Bengaluru,Male,31,5,1,273,332.95000000000005,2024-04,25-34
10940,TXN1002784,Fashion,11.63,2024-12-20,Cash,Bengaluru,Male,48,2,1,10,23.26,2024-12,45-54
1411,TXN1002785,Grocery,61.2,2023-08-21,Card,Delhi,Male,34,1,1,497,61.2,2023-08,25-34
3393,TXN1002786,Home,97.32,2023-05-25,UPI,Pune,Female,62,1,2,481,97.32,2023-05,55-70
718,TXN1002787,Home,59.01,2023-04-08,Cash,Delhi,Female,67,4,3,353,236.04,2023-04,55-70
57,TXN1002788,Home,52.72,2023-10-03,Cash,Pune,Female,40,1,4,21,52.72,2023-10,35-44
10017,TXN1002789,Grocery,48.46,2024-03-14,Wallet,Delhi,Female,48,4,1,291,193.84,2024-03,45-54
11244,TXN1002790,Home,30.47,2023-02-18,Cash,Mumbai,Male,49,2,1,681,60.94,2023-02,45-54
1870,TXN1002791,Electronics,109.77,2024-07-08,Cash,Hyderabad,Female,32,1,1,175,109.77,2024-07,25-34
8667,TXN1002792,Fashion,43.32,2023-12-02,Wallet,Mumbai,Female,43,2,1,394,86.64,2023-12,35-44
6419,TXN1002793,Electronics,64.16,2024-08-02,Wallet,Hyderabad,Male,29,5,2,66,320.79999999999995,2024-08,25-34
831,TXN1002794,Grocery,19.33,2023-12-05,Wallet,Hyderabad,Female,69,1,1,391,19.33,2023-12,55-70
10989,TXN1002795,Fashion,51.45,2023-04-24,Cash,Bengaluru,Female,45,5,2,584,257.25,2023-04,45-54
10455,TXN1002796,Beauty,77.04,2023-01-16,Cash,Mumbai,Male,40,5,2,287,385.20000000000005,2023-01,35-44
6810,TXN1002797,Electronics,42.6,2024-02-11,UPI,Bengaluru,Male,28,1,2,165,42.6,2024-02,25-34
8495,TXN1002798,Fashion,43.48,2024-01-29,UPI,Mumbai,Female,25,2,2,336,86.96,2024-01,25-34
4767,TXN1002799,Fashion,55.17,2024-08-16,Card,Chennai,Female,22,4,1,136,220.68,2024-08,18-24
9515,TXN1002800,Sports,75.07,2024-10-02,Card,Bengaluru,Male,33,3,1,89,225.20999999999998,2024-10,25-34
5341,TXN1002801,Home,60.91,2023-04-28,UPI,Pune,Female,51,2,1,612,121.82,2023-04,45-54
11871,TXN1002802,Electronics,176.6,2023-08-18,Card,Mumbai,Male,67,3,1,500,529.8,2023-08,55-70
758,TXN1002803,Electronics,119.86,2023-06-01,Cash,Delhi,Male,53,2,1,578,239.72,2023-06,45-54
2066,TXN1002804,Fashion,36.92,2023-03-19,UPI,Bengaluru,Male,26,1,3,42,36.92,2023-03,25-34
11626,TXN1002805,Grocery,106.05,2023-01-02,Wallet,Delhi,Female,21,1,1,728,106.05,2023-01,18-24
3466,TXN1002806,Sports,11.43,2023-03-02,Card,Chennai,Male,45,5,1,669,57.15,2023-03,45-54
3728,TXN1002807,Sports,45.32,2024-01-18,UPI,Bengaluru,Female,44,4,1,347,181.28,2024-01,35-44
9496,TXN1002808,Sports,15.83,2023-04-21,Cash,Mumbai,Female,21,5,1,619,79.15,2023-04,18-24
2273,TXN1002809,Grocery,80.51,2023-05-23,Card,Mumbai,Other,48,5,1,587,402.55,2023-05,45-54
6163,TXN1002810,Home,42.61,2023-03-28,UPI,Pune,Male,23,1,1,643,42.61,2023-03,18-24
3433,TXN1002811,Home,21.69,2024-06-12,Wallet,Pune,Female,51,3,2,201,65.07000000000001,2024-06,45-54
2376,TXN1002812,Electronics,91.31,2024-04-09,Card,Mumbai,Female,70,2,2,265,182.62,2024-04,55-70
11573,TXN1002813,Grocery,24.19,2024-12-03,Wallet,Bengaluru,Female,18,2,2,27,48.38,2024-12,18-24
2399,TXN1002814,Grocery,85.81,2023-03-23,Wallet,Chennai,Male,32,2,2,565,171.62,2023-03,25-34
1132,TXN1002815,Grocery,65.5,2023-06-02,Wallet,Bengaluru,Male,60,1,1,577,65.5,2023-06,55-70
8088,TXN1002816,Sports,48.28,2023-11-29,Card,Chennai,Male,56,3,1,397,144.84,2023-11,55-70
10408,TXN1002817,Beauty,99.05,2024-04-18,Wallet,Hyderabad,Female,46,1,2,256,99.05,2024-04,45-54
1530,TXN1002818,Grocery,27.98,2023-04-05,Cash,Pune,Male,67,1,3,53,27.98,2023-04,55-70
8495,TXN1002819,Fashion,13.19,2023-06-04,Card,Chennai,Male,39,2,2,336,26.38,2023-06,35-44
6490,TXN1002820,Grocery,23.0,2023-11-04,Card,Pune,Female,53,4,2,73,92.0,2023-11,45-54
9961,TXN1002821,Grocery,175.22,2023-01-14,Wallet,Delhi,Female,41,3,3,553,525.66,2023-01,35-44
1524,TXN1002822,Electronics,30.76,2023-10-16,Card,Mumbai,Male,69,5,2,339,153.8,2023-10,55-70
11711,TXN1002823,Fashion,40.93,2024-07-07,UPI,Hyderabad,Female,42,5,2,157,204.65,2024-07,35-44
7430,TXN1002824,Home,136.59,2024-01-20,Wallet,Hyderabad,Male,24,2,2,213,273.18,2024-01,18-24
10106,TXN1002825,Beauty,40.98,2023-11-13,Card,Chennai,Male,63,5,1,413,204.89999999999998,2023-11,55-70
4344,TXN1002826,Beauty,81.96,2023-12-23,UPI,Pune,Female,39,2,1,373,163.92,2023-12,35-44
11321,TXN1002827,Electronics,146.23,2024-11-22,UPI,Chennai,Female,54,1,1,38,146.23,2024-11,45-54
7517,TXN1002828,Home,73.63,2024-01-15,Wallet,Delhi,Male,39,5,2,350,368.15,2024-01,35-44
1524,TXN1002829,Electronics,54.23,2024-01-26,Cash,Delhi,Male,33,2,2,339,108.46,2024-01,25-34
11075,TXN1002830,Grocery,93.2,2024-11-10,Cash,Chennai,Female,31,2,2,50,186.4,2024-11,25-34
9550,TXN1002831,Fashion,8.02,2023-04-25,Card,Mumbai,Female,18,4,2,156,32.08,2023-04,18-24
3603,TXN1002832,Electronics,40.59,2023-03-12,Cash,Pune,Female,22,5,1,659,202.95000000000002,2023-03,18-24
6549,TXN1002833,Electronics,121.12,2023-11-25,UPI,Hyderabad,Male,37,4,2,93,484.48,2023-11,35-44
4657,TXN1002834,Grocery,31.06,2023-08-21,Cash,Delhi,Male,59,1,2,351,31.06,2023-08,55-70
6522,TXN1002835,Electronics,4.6,2023-05-29,Wallet,Chennai,Male,28,2,4,113,9.2,2023-05,25-34
11585,TXN1002836,Sports,60.71,2023-03-29,Cash,Mumbai,Male,54,3,3,387,182.13,2023-03,45-54
10788,TXN1002837,Grocery,82.59,2024-10-02,UPI,Pune,Female,50,5,1,89,412.95000000000005,2024-10,45-54
2587,TXN1002838,Fashion,44.5,2024-03-24,UPI,Delhi,Male,54,1,2,211,44.5,2024-03,45-54
11662,TXN1002839,Sports,83.29,2024-05-19,Cash,Chennai,Male,51,3,2,225,249.87,2024-05,45-54
5256,TXN1002840,Fashion,65.8,2023-03-28,UPI,Hyderabad,Female,63,5,2,455,329.0,2023-03,55-70
8459,TXN1002841,Grocery,261.68,2023-09-07,Cash,Hyderabad,Male,35,3,3,157,785.04,2023-09,35-44
9171,TXN1002842,Sports,94.3,2024-03-29,Card,Mumbai,Male,53,2,3,89,188.6,2024-03,45-54
5796,TXN1002843,Grocery,65.84,2024-01-21,Wallet,Bengaluru,Female,63,5,2,344,329.20000000000005,2024-01,55-70
5480,TXN1002844,Electronics,9.98,2024-05-22,Cash,Chennai,Male,53,1,1,222,9.98,2024-05,45-54
5477,TXN1002845,Fashion,33.03,2024-05-03,UPI,Delhi,Female,70,2,1,241,66.06,2024-05,55-70
10351,TXN1002846,Grocery,24.6,2023-10-29,Cash,Hyderabad,Male,61,1,2,428,24.6,2023-10,55-70
4637,TXN1002847,Home,134.31,2024-07-25,Card,Chennai,Male,42,4,2,158,537.24,2024-07,35-44
3360,TXN1002848,Electronics,22.15,2023-07-09,Card,Delhi,Male,58,5,1,540,110.75,2023-07,55-70
4340,TXN1002849,Fashion,43.98,2023-02-28,UPI,Bengaluru,Female,43,5,1,671,219.89999999999998,2023-02,35-44
2339,TXN1002850,Home,71.01,2024-10-28,UPI,Pune,Male,66,1,3,63,71.01,2024-10,55-70
4699,TXN1002851,Sports,37.64,2023-01-17,Wallet,Hyderabad,Female,22,5,2,578,188.2,2023-01,18-24
1369,TXN1002852,Electronics,42.26,2023-07-27,Cash,Hyderabad,Female,70,3,2,225,126.78,2023-07,55-70
1078,TXN1002853,Grocery,65.84,2023-03-25,Card,Delhi,Female,64,1,2,230,65.84,2023-03,55-70
8687,TXN1002854,Sports,31.04,2023-06-19,Wallet,Chennai,Male,33,1,1,560,31.04,2023-06,25-34
930,TXN1002855,Fashion,60.51,2023-10-16,Cash,Delhi,Male,25,1,2,441,60.51,2023-10,25-34
6819,TXN1002856,Electronics,91.26,2023-04-05,Wallet,Bengaluru,Female,48,3,2,341,273.78000000000003,2023-04,45-54
9359,TXN1002857,Electronics,34.74,2023-12-07,Cash,Hyderabad,Male,51,4,1,389,138.96,2023-12,45-54
8694,TXN1002858,Home,23.86,2024-11-07,Card,Pune,Male,37,3,1,53,71.58,2024-11,35-44
5353,TXN1002859,Fashion,152.49,2023-04-10,Wallet,Delhi,Male,52,1,3,44,152.49,2023-04,45-54
2324,TXN1002860,Fashion,153.84,2024-11-07,UPI,Delhi,Male,46,2,2,53,307.68,2024-11,45-54
11169,TXN1002861,Beauty,52.63,2023-10-28,UPI,Chennai,Male,36,4,2,300,210.52,2023-10,35-44
10022,TXN1002862,Grocery,59.28,2024-03-08,Wallet,Hyderabad,Male,43,3,2,10,177.84,2024-03,35-44
7347,TXN1002863,Electronics,58.92,2023-11-19,Cash,Mumbai,Female,23,5,2,407,294.6,2023-11,18-24
1042,TXN1002864,Fashion,40.28,2023-08-20,UPI,Delhi,Male,46,4,3,396,161.12,2023-08,45-54
423,TXN1002865,Beauty,51.69,2023-03-21,UPI,Pune,Female,52,1,2,44,51.69,2023-03,45-54
3783,TXN1002866,Grocery,10.17,2024-03-09,UPI,Pune,Male,69,4,1,296,40.68,2024-03,55-70
1891,TXN1002867,Home,18.15,2024-10-31,Cash,Bengaluru,Male,36,1,2,60,18.15,2024-10,35-44
10325,TXN1002868,Electronics,42.45,2024-01-16,UPI,Pune,Female,22,1,2,283,42.45,2024-01,18-24
2470,TXN1002869,Electronics,34.99,2024-03-13,UPI,Mumbai,Female,26,3,2,292,104.97,2024-03,25-34
3392,TXN1002870,Sports,20.5,2024-04-14,Wallet,Bengaluru,Female,64,5,1,260,102.5,2024-04,55-70
11709,TXN1002871,Electronics,51.57,2023-10-11,Wallet,Bengaluru,Male,66,5,1,446,257.85,2023-10,55-70
9820,TXN1002872,Electronics,84.89,2023-03-30,Card,Chennai,Female,59,4,4,336,339.56,2023-03,55-70
2625,TXN1002873,Home,31.08,2024-01-06,Card,Mumbai,Female,43,3,2,354,93.24,2024-01,35-44
4603,TXN1002874,Grocery,6.86,2024-09-26,Wallet,Hyderabad,Other,70,4,1,95,27.44,2024-09,55-70
6190,TXN1002875,Grocery,65.86,2023-08-18,Wallet,Hyderabad,Female,55,5,1,500,329.3,2023-08,55-70
7972,TXN1002876,Home,43.26,2024-09-28,UPI,Delhi,Male,29,5,2,93,216.29999999999998,2024-09,25-34
11235,TXN1002877,Electronics,94.12,2024-09-15,UPI,Delhi,Female,33,4,1,106,376.48,2024-09,25-34
10454,TXN1002878,Home,16.86,2023-06-28,Cash,Bengaluru,Male,68,1,2,551,16.86,2023-06,55-70
11727,TXN1002879,Grocery,22.96,2024-02-24,Card,Bengaluru,Male,25,2,1,310,45.92,2024-02,25-34
488,TXN1002880,Electronics,41.46,2024-06-29,Wallet,Delhi,Female,56,2,2,184,82.92,2024-06,55-70
2837,TXN1002881,Home,27.08,2023-12-28,UPI,Chennai,Male,19,2,2,368,54.16,2023-12,18-24
6757,TXN1002882,Grocery,112.79,2024-05-25,UPI,Chennai,Male,55,5,4,219,563.95,2024-05,55-70
590,TXN1002883,Beauty,17.75,2024-10-26,Card,Pune,Male,36,4,1,65,71.0,2024-10,35-44
4265,TXN1002884,Sports,40.41,2024-04-02,Wallet,Mumbai,Male,18,3,4,5,121.22999999999999,2024-04,18-24
1844,TXN1002885,Beauty,173.75,2024-09-03,Card,Chennai,Female,20,2,3,95,347.5,2024-09,18-24
11196,TXN1002886,Grocery,16.53,2024-08-07,Wallet,Delhi,Female,27,5,3,30,82.65,2024-08,25-34
760,TXN1002887,Grocery,55.18,2024-08-16,Cash,Pune,Female,70,2,1,136,110.36,2024-08,55-70
1781,TXN1002888,Beauty,43.86,2024-09-14,Wallet,Bengaluru,Female,69,4,2,107,175.44,2024-09,55-70
2342,TXN1002889,Fashion,72.44,2023-06-14,Card,Hyderabad,Male,30,2,2,37,144.88,2023-06,25-34
1784,TXN1002890,Home,67.63,2023-01-14,Cash,Mumbai,Female,33,1,3,164,67.63,2023-01,25-34
6823,TXN1002891,Beauty,64.75,2023-04-22,Wallet,Delhi,Male,24,3,2,119,194.25,2023-04,18-24
4373,TXN1002892,Grocery,98.27,2023-07-02,Cash,Pune,Female,44,1,2,428,98.27,2023-07,35-44
10950,TXN1002893,Electronics,96.66,2024-05-18,Card,Chennai,Female,61,5,3,69,483.29999999999995,2024-05,55-70
3130,TXN1002894,Fashion,34.65,2024-01-08,Cash,Bengaluru,Other,46,2,1,357,69.3,2024-01,45-54
6447,TXN1002895,Fashion,33.66,2023-12-09,Wallet,Delhi,Female,60,5,3,112,168.29999999999998,2023-12,55-70
7922,TXN1002896,Grocery,82.44,2023-01-07,Cash,Bengaluru,Male,69,4,2,436,329.76,2023-01,55-70
7512,TXN1002897,Fashion,60.81,2024-05-14,Cash,Hyderabad,Female,70,4,1,230,243.24,2024-05,55-70
9557,TXN1002898,Home,68.64,2023-09-23,Cash,Chennai,Male,35,1,1,464,68.64,2023-09,35-44
2423,TXN1002899,Grocery,55.75,2024-07-09,UPI,Delhi,Female,30,2,1,174,111.5,2024-07,25-34
6090,TXN1002900,Grocery,38.38,2023-03-24,Cash,Delhi,Male,43,1,1,647,38.38,2023-03,35-44
9608,TXN1002901,Home,79.71,2023-08-04,Cash,Mumbai,Female,20,3,2,174,239.13,2023-08,18-24
10357,TXN1002902,Home,29.97,2023-02-09,Cash,Chennai,Female,41,2,2,690,59.94,2023-02,35-44
7414,TXN1002903,Sports,176.1,2023-07-27,Wallet,Chennai,Male,56,1,4,416,176.1,2023-07,55-70
7823,TXN1002904,Electronics,165.63,2024-11-05,Cash,Pune,Male,28,2,1,55,331.26,2024-11,25-34
10370,TXN1002905,Beauty,201.0,2023-12-25,Wallet,Mumbai,Male,60,3,4,41,603.0,2023-12,55-70
7499,TXN1002906,Home,63.54,2023-11-17,UPI,Mumbai,Male,63,3,1,409,190.62,2023-11,55-70
11387,TXN1002907,Home,42.11,2023-07-19,Card,Bengaluru,Male,36,4,4,158,168.44,2023-07,35-44
1532,TXN1002908,Grocery,129.66,2023-07-13,UPI,Mumbai,Female,34,5,2,292,648.3,2023-07,25-34
4175,TXN1002909,Electronics,56.63,2024-05-02,Cash,Pune,Female,67,2,2,242,113.26,2024-05,55-70
1347,TXN1002910,Fashion,94.04,2024-12-20,Card,Hyderabad,Female,61,5,2,10,470.20000000000005,2024-12,55-70
1087,TXN1002911,Grocery,93.61,2024-06-29,Cash,Chennai,Male,58,2,4,13,187.22,2024-06,55-70
